disease_to_gene_occurrences,disease_to_gene_pub_counts,disease_to_int_to_gen_occurrences,disease_to_int_to_gene_pubs,disease_symtpoms_gene_related_to,disease_symtpoms_gene_related_to_count,unique_symptoms_count,gene_to_symptoms_pub_counts,gene_edges_out
2,1,76,0,"['CRYPTORCHIDISM', 'CRYPTORCHIDISM', 'DECREASED ACTIVITY OF GONADS', 'DECREASED ACTIVITY OF GONADS', 'ABNORMALLY SMALL CRANIUM', 'ABNORMALLY SMALL CRANIUM', 'HEARING LOSS, SENSORINEURAL', 'HEARING LOSS, SENSORINEURAL', 'CROSS-EYED', 'CROSS-EYED', 'CATARACT', 'CATARACT', 'OPTIC ATROPHY', 'OPTIC ATROPHY', 'DRY SKIN', 'DRY SKIN', 'CUTANEOUS PHOTOSENSITIVITY', 'CUTANEOUS PHOTOSENSITIVITY', 'EPILEPSY', 'EPILEPSY', 'ATAXIA', 'ATAXIA', 'CLOUDY CORNEA', 'CLOUDY CORNEA', 'ATROPHIC SKIN', 'FAILURE TO THRIVE', 'FRECKLING', 'CATARACT', 'CATARACT', 'TELANGIECTASIA', 'ATAXIA', 'ENTROPION', 'MALIGNANT MELANOMA', 'NEUROPATHY']",34,19,36,2260
2,0,20,0,"['DEVELOPMENTAL REGRESSION', 'CONGENITAL DEAFNESS', 'EPILEPSY', 'NEUROPATHY', 'HEARING LOSS, SENSORINEURAL', 'FAILURE TO THRIVE', 'ATAXIA', 'DECREASED BODY HEIGHT', 'DELAYED BONE AGE', 'FATIGUE', 'ABNORMALITY OF EXTRAPYRAMIDAL MOTOR FUNCTION', 'ABNORMALLY SMALL CRANIUM', 'ABNORMALITY OF COGNITION', 'ABNORMAL URINARY AMINO-ACID FINDINGS', 'ABSENT OR DECREASED DEEP TENDON REFLEXES', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'CATARACT', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ATAXIA']",20,18,6,755
1,0,1,0,"['CANCER OF SKIN PIGMENT CELLS', 'ERYTHEMA', 'HEARING LOSS, SENSORINEURAL', 'DIFFUSELY THICKENED SKIN', 'ABNORMAL DENTITION', 'ALOPECIA', 'EPILEPSY', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'PAPILLOMA', 'ALOPECIA']",11,9,0,390
1,0,5,0,"['ALOPECIA', 'FLAT, DISCOLORED AREA OF SKIN', 'ATROPHIC SKIN', 'DECREASED BODY HEIGHT', 'ABNORMAL TISSUE MASS', 'BLEPHARITIS', 'ABNORMAL DENTITION', 'TELANGIECTASIA OF THE SKIN', 'ATAXIA', 'CONGENITAL DEAFNESS', 'HYPOPIGMENTED SKIN PATCHES', 'HYPERMELANOTIC MACULE', 'CATARACT', 'TELANGIECTASIA', 'ALOPECIA', 'ATAXIA']",16,14,0,252
1,0,25,0,"['CEREBRAL CORTEX ATROPHY', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA']",3,2,0,1175
1,0,61,0,"['FAILURE TO THRIVE', 'FAILURE TO THRIVE', 'CUTANEOUS PHOTOSENSITIVITY', 'ABNORMALLY SMALL CRANIUM', 'CRYPTORCHIDISM', 'ERYTHEMA', 'TELANGIECTASIA OF THE SKIN', 'CUTANEOUS TELANGIECTASIA', 'DRY SKIN', 'DECREASED BODY HEIGHT', 'DELAYED BONE AGE', 'ABNORMAL TISSUE MASS', 'CROSS-EYED', 'DIFFUSELY THICKENED SKIN', 'ABNORMAL DENTITION', 'FEVER', 'ALOPECIA', 'EPILEPSY', 'CONGENITAL DEAFNESS', 'CATARACT', 'TELANGIECTASIA', 'ALOPECIA']",22,20,97,815
1,0,70,0,"['ABNORMALLY SMALL CRANIUM', 'ABNORMALLY SMALL CRANIUM', 'CROSS-EYED', 'CROSS-EYED', 'CORNEAL INFLAMMATION', 'CORNEAL INFLAMMATION', 'CATARACT', 'CATARACT', 'OPTIC ATROPHY', 'OPTIC ATROPHY', 'HYPERKERATOSIS', 'HYPERKERATOSIS', 'EPILEPSY', 'EPILEPSY', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'DECREASED BODY HEIGHT', 'DECREASED BODY HEIGHT', 'ERYTHEMA', 'ERYTHEMA', 'CEREBRAL CORTEX ATROPHY', 'ABNORMALITY OF COGNITION', 'TELANGIECTASIA OF THE SKIN', 'ALOPECIA', 'HYPOPIGMENTED SKIN PATCHES', 'ALOPECIA', 'CATARACT', 'TELANGIECTASIA', 'PAPILLOMA', 'ATAXIA']",30,18,20,1412
1,0,16,0,"['FAILURE TO THRIVE', 'EPILEPSY', 'MALIGNANT MELANOMA']",3,3,0,526
1,0,19,0,"['CATARACT', 'MALIGNANT MELANOMA', 'ATAXIA']",3,3,0,642
1,0,14,0,"['ATROPHIC SKIN', 'DECREASED BODY HEIGHT', 'ABNORMAL TISSUE MASS', 'CEREBRAL CORTEX ATROPHY', 'ABNORMALLY SMALL CRANIUM', 'FAILURE TO THRIVE', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'ATAXIA', 'ECTROPION', 'MALIGNANT MELANOMA', 'ATAXIA', 'ENTROPION', 'ALOPECIA']",13,12,0,897
1,0,5,0,"['INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'FATIGUE', 'ABNORMALITY OF EXTRAPYRAMIDAL MOTOR FUNCTION', 'ABNORMALITY OF COGNITION', 'ATAXIA', 'NEUROPATHY']",6,6,0,709
1,0,268,266,"['CONGENITAL DEAFNESS', 'CONGENITAL DEAFNESS', 'DECREASED BODY HEIGHT', 'DECREASED BODY HEIGHT', 'DECREASED BODY HEIGHT', 'DECREASED BODY HEIGHT', 'CRYPTORCHIDISM', 'CRYPTORCHIDISM', 'DECREASED ACTIVITY OF GONADS', 'DECREASED ACTIVITY OF GONADS', 'CROSS-EYED', 'CROSS-EYED', 'CROSS-EYED', 'CUTANEOUS PHOTOSENSITIVITY', 'CUTANEOUS PHOTOSENSITIVITY', 'CUTANEOUS TELANGIECTASIA', 'CUTANEOUS TELANGIECTASIA', 'POIKILODERMA', 'POIKILODERMA', 'ALOPECIA', 'ALOPECIA', 'ATROPHIC SKIN', 'ATROPHIC SKIN', 'OPTIC ATROPHY', 'OPTIC ATROPHY', 'EPILEPSY', 'EPILEPSY', 'CATARACT', 'CATARACT', 'TELANGIECTASIA', 'ALOPECIA', 'ATAXIA']",32,15,72,928
1,0,25,0,"['DELAYED BONE AGE', 'ABNORMALLY SMALL CRANIUM', 'ABNORMAL DENTITION', 'FAILURE TO THRIVE', 'ATAXIA', 'MALIGNANT MELANOMA']",6,6,0,556
1,0,14,0,"['FAILURE TO THRIVE', 'MALIGNANT MELANOMA']",2,2,0,969
1,0,8,0,"['TELANGIECTASIA OF THE SKIN', 'HYPOPIGMENTED SKIN PATCHES', 'PAPILLOMA', 'MALIGNANT MELANOMA', 'ATAXIA']",5,5,0,447
1,0,1,0,"['HEARING LOSS, SENSORINEURAL', 'DECREASED ACTIVITY OF GONADS', 'OPTIC ATROPHY', 'CATARACT', 'EXTREME SENSITIVITY OF THE EYES TO LIGHT']",5,5,0,205
1,0,4,0,"['FEVER', 'FAILURE TO THRIVE', 'DRY SKIN', 'DIFFUSELY THICKENED SKIN', 'ALOPECIA', 'TELANGIECTASIA', 'ATAXIA', 'ALOPECIA']",8,7,0,595
1,0,17,0,"['CROSS-EYED', 'CLOUDY CORNEA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'TELANGIECTASIA', 'PAPILLOMA', 'SQUINT', 'ECTROPION']",10,7,3,811
1,0,52,0,"['ABNORMALITY OF EXTRAPYRAMIDAL MOTOR FUNCTION', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'NEUROPATHY', 'ATAXIA', 'ATAXIA', 'ATAXIA', 'ATAXIA', 'ATAXIA', 'MALIGNANT MELANOMA']",9,5,11,1008
1,0,2,0,"['CRYPTORCHIDISM', 'ALOPECIA', 'ALOPECIA', 'ALOPECIA', 'ALOPECIA', 'ALOPECIA', 'ALOPECIA', 'MALIGNANT MELANOMA']",8,3,30,1161
1,0,0,0,"['INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'EPILEPSY', 'DEVELOPMENTAL REGRESSION', 'ABNORMALLY SMALL CRANIUM', 'ATAXIA']",5,5,0,295
1,0,122,109,"['DECREASED ACTIVITY OF GONADS', 'ABNORMALLY SMALL CRANIUM', 'ABNORMALLY SMALL CRANIUM', 'CATARACT', 'CATARACT', 'CUTANEOUS PHOTOSENSITIVITY', 'CUTANEOUS PHOTOSENSITIVITY', 'DECREASED BODY HEIGHT', 'DECREASED BODY HEIGHT', 'NEUROPATHY', 'DELAYED BONE AGE', 'CEREBRAL CORTEX ATROPHY', 'DRY SKIN', 'CROSS-EYED', 'CRYPTORCHIDISM', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'EXTREME SENSITIVITY OF THE EYES TO LIGHT', 'ECTROPION', 'MALIGNANT MELANOMA', 'ATAXIA', 'TELANGIECTASIA', 'ALOPECIA', 'PTERYGIUM', 'CATARACT', 'NEUROPATHY']",25,19,0,652
1,0,0,0,"['CUTANEOUS PHOTOSENSITIVITY', 'ABNORMALLY SMALL CRANIUM', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'DECREASED BODY HEIGHT', 'OPTIC ATROPHY', 'ATAXIA', 'CATARACT', 'ATROPHIC SKIN', 'NEUROPATHY', 'CANCER OF SKIN PIGMENT CELLS', 'CEREBRAL CORTEX ATROPHY', 'DRY SKIN', 'HEARING LOSS, SENSORINEURAL', 'DECREASED ACTIVITY OF GONADS', 'ABSENT OR DECREASED DEEP TENDON REFLEXES', 'EPILEPSY', 'CONGENITAL DEAFNESS', 'POIKILODERMA', 'FLAT, DISCOLORED AREA OF SKIN', 'CRANIOFACIAL HYPEROSTOSIS', 'ADHESION OF EYELIDS', 'ARTHRALGIA', 'DELAYED BONE AGE', 'ABNORMAL TISSUE MASS', 'PAPILLOMA', 'DEVELOPMENTAL REGRESSION', 'ABNORMAL EEG', 'FATIGUE', 'THIN SKIN', 'HYPERKERATOSIS', 'ABNORMALITY OF EXTRAPYRAMIDAL MOTOR FUNCTION', 'ERYTHEMA', 'CONJUNCTIVAL TELANGIECTASES', 'CORNEAL INFLAMMATION', 'CROSS-EYED', 'BLEPHARITIS', 'DIFFUSELY THICKENED SKIN', 'DEPRESSED NASAL ALAE', 'ABNORMAL DENTITION', 'ABNORMALITY OF COGNITION', 'FEVER', 'ABNORMAL URINARY AMINO-ACID FINDINGS', 'DECREASED TESTICULAR SIZE', 'TELANGIECTASIA OF THE SKIN', 'ALOPECIA', 'FAILURE TO THRIVE', 'FRECKLING', 'CRYPTORCHIDISM', 'INTELLECTUAL DISABILITY, PROGRESSIVE', 'EYE TUMOR', 'PTERYGIA', 'HYPOPIGMENTED SKIN PATCHES', 'HYPERMELANOTIC MACULE', 'CUTANEOUS TELANGIECTASIA', 'EXTREME SENSITIVITY OF THE EYES TO LIGHT', 'ENTROPION', 'ECTROPION', 'BEAUTY MARK', 'CLOUDY CORNEA']",59,59,0,273
1,0,15,0,"['DECREASED BODY HEIGHT', 'HEARING LOSS, SENSORINEURAL', 'FAILURE TO THRIVE', 'SQUINT', 'CATARACT']",5,5,0,846
1,0,25,0,"['CANCER OF SKIN PIGMENT CELLS', 'ATAXIA', 'MALIGNANT MELANOMA', 'NEUROPATHY']",4,4,18,539
1,0,3,0,"['CATARACT', 'CATARACT', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'CATARACT', 'CATARACT']",6,2,7,403
1,0,5,0,"['TELANGIECTASIA OF THE SKIN', 'HYPOPIGMENTED SKIN PATCHES', 'TELANGIECTASIA', 'PAPILLOMA', 'ALOPECIA']",5,5,0,438
1,0,36,0,"['DECREASED BODY HEIGHT', 'ABNORMAL TISSUE MASS', 'FATIGUE', 'ATAXIA', 'MALIGNANT MELANOMA', 'NEUROPATHY']",6,6,0,627
1,0,57,0,"['CROSS-EYED', 'CROSS-EYED', 'EPILEPSY', 'EPILEPSY', 'DECREASED BODY HEIGHT', 'DECREASED BODY HEIGHT', 'HEARING LOSS, SENSORINEURAL', 'MALIGNANT MELANOMA', 'ATAXIA']",9,6,9,754
1,0,29,0,"['EPILEPSY', 'DECREASED BODY HEIGHT', 'CEREBRAL CORTEX ATROPHY', 'ABNORMALLY SMALL CRANIUM', 'FAILURE TO THRIVE', 'CONGENITAL DEAFNESS', 'HEARING IMPAIRMENT', 'MALIGNANT MELANOMA']",8,8,3,770
1,0,87,0,"['EPILEPSY', 'EPILEPSY', 'ABNORMALLY SMALL CRANIUM', 'OPTIC ATROPHY', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'ATAXIA', 'DECREASED BODY HEIGHT', 'DELAYED BONE AGE', 'ABNORMAL TISSUE MASS', 'DEVELOPMENTAL REGRESSION', 'DECREASED TESTICULAR SIZE', 'FAILURE TO THRIVE', 'CRYPTORCHIDISM', 'ABSENT OR DECREASED DEEP TENDON REFLEXES', 'PTERYGIUM', 'PTERYGIUM', 'PTERYGIUM', 'MALIGNANT MELANOMA', 'ATAXIA']",19,15,3,1135
1,0,18,0,"['OPTIC ATROPHY', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'NEUROPATHY', 'ATAXIA']",4,4,10,247
1,0,177,242,"['EPILEPSY', 'CATARACT', 'ABNORMAL TISSUE MASS', 'CONGENITAL DEAFNESS', 'BEAUTY MARK', 'FLAT, DISCOLORED AREA OF SKIN', 'DECREASED BODY HEIGHT', 'CANCER OF SKIN PIGMENT CELLS', 'PAPILLOMA', 'HYPERKERATOSIS', 'CROSS-EYED', 'DIFFUSELY THICKENED SKIN', 'ABNORMALITY OF COGNITION', 'FAILURE TO THRIVE', 'ATAXIA', 'HYPOPIGMENTED SKIN PATCHES', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ALOPECIA', 'PAPILLOMA', 'PAPILLOMA', 'PAPILLOMA', 'HEARING IMPAIRMENT', 'FEVER', 'ATAXIA', 'NEUROPATHY']",34,21,62,16400
1,0,11,0,"['CANCER OF SKIN PIGMENT CELLS', 'ABNORMAL TISSUE MASS', 'CROSS-EYED', 'FRECKLING', 'EPILEPSY', 'HYPOPIGMENTED SKIN PATCHES', 'EXTREME SENSITIVITY OF THE EYES TO LIGHT', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ERYTHEMA', 'PAPILLOMA', 'ATAXIA', 'TELANGIECTASIA']",20,12,34,821
1,0,12,0,"['DECREASED BODY HEIGHT', 'DELAYED BONE AGE', 'CROSS-EYED', 'ABNORMALLY SMALL CRANIUM', 'FAILURE TO THRIVE', 'CRYPTORCHIDISM', 'CATARACT']",7,7,0,347
1,0,44,0,"['FAILURE TO THRIVE', 'FAILURE TO THRIVE', 'DECREASED BODY HEIGHT', 'ABNORMAL DENTITION', 'ALOPECIA', 'MALIGNANT MELANOMA', 'ALOPECIA', 'ALOPECIA', 'TELANGIECTASIA', 'PAPILLOMA']",10,7,12,1115
1,0,7,0,"['INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'EPILEPSY', 'DECREASED BODY HEIGHT', 'DEVELOPMENTAL REGRESSION', 'ABNORMALLY SMALL CRANIUM', 'OPTIC ATROPHY', 'FAILURE TO THRIVE', 'ABSENT OR DECREASED DEEP TENDON REFLEXES', 'ATAXIA', 'ATAXIA', 'MALIGNANT MELANOMA']",11,10,0,515
1,0,7,0,"['FATIGUE', 'FEVER', 'ARTHRALGIA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA']",5,4,1,669
1,0,91,0,"['DECREASED BODY HEIGHT', 'ABNORMALLY SMALL CRANIUM', 'TELANGIECTASIA', 'ATAXIA', 'NEUROPATHY', 'MALIGNANT MELANOMA']",6,6,0,542
1,0,19,0,"['DECREASED BODY HEIGHT', 'ABNORMALLY SMALL CRANIUM', 'SQUINT', 'MALIGNANT MELANOMA']",4,4,0,614
1,0,16,0,"['ABNORMALITY OF EXTRAPYRAMIDAL MOTOR FUNCTION', 'OPTIC ATROPHY', 'FAILURE TO THRIVE', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'ATAXIA', 'EXTREME SENSITIVITY OF THE EYES TO LIGHT']",6,6,1,565
1,0,183,214,"['DELAYED BONE AGE', 'DELAYED BONE AGE', 'DECREASED BODY HEIGHT', 'DECREASED BODY HEIGHT', 'DECREASED TESTICULAR SIZE', 'DECREASED TESTICULAR SIZE', 'FAILURE TO THRIVE', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA']",9,5,9,688
1,0,16,0,"['ARTHRALGIA', 'NEUROPATHY', 'TELANGIECTASIA', 'ATAXIA']",4,4,1,1732
1,0,0,0,"['EPILEPSY', 'EPILEPSY', 'DECREASED BODY HEIGHT', 'DECREASED BODY HEIGHT', 'FAILURE TO THRIVE', 'DELAYED BONE AGE', 'DECREASED TESTICULAR SIZE', 'ALOPECIA', 'TELANGIECTASIA', 'CATARACT']",10,8,2,243
1,0,41,0,"['DECREASED BODY HEIGHT', 'CROSS-EYED', 'ABNORMALLY SMALL CRANIUM', 'EPILEPSY', 'CONGENITAL DEAFNESS', 'ATAXIA']",6,6,0,690
1,0,338,367,"['CORNEAL INFLAMMATION', 'CORNEAL INFLAMMATION', 'CLOUDY CORNEA', 'CLOUDY CORNEA', 'DIFFUSELY THICKENED SKIN', 'MALIGNANT MELANOMA', 'PERIPHERAL NEUROPATHY', 'PTERYGIUM', 'TELANGIECTASIA', 'ATAXIA', 'NEUROPATHY']",11,9,18,2291
1,0,52,0,"['FAILURE TO THRIVE', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'TELANGIECTASIA', 'ATAXIA']",6,4,2,1533
1,0,20,0,"['EXTREME SENSITIVITY OF THE EYES TO LIGHT', 'HEARING LOSS, SENSORINEURAL', 'DECREASED ACTIVITY OF GONADS', 'OPTIC ATROPHY', 'CATARACT', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ATAXIA']",9,7,7,1497
1,0,6,0,"['ABNORMALLY SMALL CRANIUM', 'ABNORMALLY SMALL CRANIUM', 'HEARING LOSS, SENSORINEURAL', 'HEARING LOSS, SENSORINEURAL', 'EPILEPSY', 'EPILEPSY', 'ATAXIA', 'ATAXIA', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'MALIGNANT MELANOMA', 'CATARACT']",12,7,5,483
1,0,45,0,"['DECREASED BODY HEIGHT', 'HEARING LOSS, SENSORINEURAL', 'ABNORMALLY SMALL CRANIUM', 'ABNORMALITY OF COGNITION', 'CRYPTORCHIDISM', 'ATAXIA', 'CATARACT', 'SHORT STATURE', 'TELANGIECTASIA', 'ALOPECIA']",10,10,1,630
1,0,32,0,"['CRYPTORCHIDISM', 'DECREASED BODY HEIGHT', 'DELAYED BONE AGE', 'DECREASED TESTICULAR SIZE', 'ABNORMALLY SMALL CRANIUM', 'ALOPECIA']",6,6,37,1153
1,0,397,790,"['CANCER OF SKIN PIGMENT CELLS', 'DECREASED BODY HEIGHT', 'ABNORMALLY SMALL CRANIUM', 'ABNORMAL TISSUE MASS', 'CROSS-EYED', 'DECREASED ACTIVITY OF GONADS', 'FAILURE TO THRIVE', 'CRYPTORCHIDISM', 'CONGENITAL DEAFNESS', 'HYPOPIGMENTED SKIN PATCHES', 'CATARACT', 'MALIGNANT MELANOMA', 'TELANGIECTASIA', 'ATAXIA']",14,14,717,3022
1,0,103,214,"['CANCER OF SKIN PIGMENT CELLS', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'PAPILLOMA', 'PAPILLOMA', 'FATIGUE', 'PERIPHERAL NEUROPATHY', 'CATARACT', 'ATAXIA', 'TELANGIECTASIA']",18,8,213,4888
1,0,5,0,"['INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'DEVELOPMENTAL REGRESSION', 'CROSS-EYED', 'HEARING LOSS, SENSORINEURAL', 'ABNORMALLY SMALL CRANIUM', 'OPTIC ATROPHY', 'FAILURE TO THRIVE', 'ATAXIA', 'EPILEPSY', 'ATAXIA', 'NEUROPATHY']",11,10,0,588
1,0,6,0,"['CRYPTORCHIDISM', 'CRYPTORCHIDISM', 'ABNORMALLY SMALL CRANIUM', 'ABNORMALLY SMALL CRANIUM', 'HEARING LOSS, SENSORINEURAL', 'HEARING LOSS, SENSORINEURAL', 'EPILEPSY', 'EPILEPSY', 'FAILURE TO THRIVE', 'FAILURE TO THRIVE', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA']",16,7,8,613
1,0,12,0,"['OPTIC ATROPHY', 'CONGENITAL DEAFNESS', 'NEUROPATHY', 'NEUROPATHY', 'MALIGNANT MELANOMA', 'ATAXIA']",6,5,1,631
1,0,7,0,"['EPILEPSY', 'EPILEPSY', 'ATAXIA', 'ATAXIA', 'ATAXIA', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'ABNORMAL EEG', 'ABNORMAL EEG', 'ABNORMALITY OF COGNITION', 'DECREASED BODY HEIGHT', 'CROSS-EYED', 'ABNORMALLY SMALL CRANIUM', 'FAILURE TO THRIVE', 'CATARACT', 'ATAXIA', 'ATAXIA', 'MALIGNANT MELANOMA', 'CATARACT', 'TELANGIECTASIA']",20,12,38,1955
1,0,7,0,"['EPILEPSY', 'EPILEPSY', 'DECREASED BODY HEIGHT', 'CROSS-EYED', 'HEARING LOSS, SENSORINEURAL', 'ABNORMALLY SMALL CRANIUM', 'PAPILLOMA', 'MALIGNANT MELANOMA', 'NEUROPATHY']",9,8,1,1018
1,0,32,0,"['DECREASED BODY HEIGHT', 'ABNORMAL TISSUE MASS', 'FATIGUE', 'MALIGNANT MELANOMA', 'CATARACT']",5,5,0,712
1,0,21,0,"['DECREASED BODY HEIGHT', 'ABNORMALLY SMALL CRANIUM', 'CRYPTORCHIDISM', 'CATARACT', 'NEUROPATHY', 'HEARING IMPAIRMENT', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA']",8,7,1,1572
1,0,33,0,"['CRYPTORCHIDISM', 'CRYPTORCHIDISM', 'CRYPTORCHIDISM', 'DECREASED BODY HEIGHT', 'DELAYED BONE AGE', 'ABNORMAL TISSUE MASS', 'DECREASED ACTIVITY OF GONADS', 'DECREASED TESTICULAR SIZE', 'FAILURE TO THRIVE', 'BEAUTY MARK', 'FATIGUE', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA']",15,10,9,1217
1,0,6,0,"['EPILEPSY', 'EPILEPSY', 'FEVER', 'FEVER', 'MALIGNANT MELANOMA', 'NEUROPATHY']",6,4,22,891
1,0,95,0,"['CROSS-EYED', 'CROSS-EYED', 'FAILURE TO THRIVE', 'FAILURE TO THRIVE', 'DECREASED BODY HEIGHT', 'DECREASED BODY HEIGHT', 'DELAYED BONE AGE', 'CRYPTORCHIDISM', 'PAPILLOMA', 'CEREBRAL CORTEX ATROPHY', 'HYPERKERATOSIS', 'ABNORMAL DENTITION', 'BEAUTY MARK', 'HEARING LOSS, SENSORINEURAL', 'EPILEPSY', 'ABNORMAL TISSUE MASS', 'ABNORMAL EEG', 'ALOPECIA', 'ABSENT OR DECREASED DEEP TENDON REFLEXES', 'HYPOPIGMENTED SKIN PATCHES', 'PAPILLOMA', 'PAPILLOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ATAXIA', 'TELANGIECTASIA']",30,20,614,2276
1,0,49,0,"['CROSS-EYED', 'ABNORMALLY SMALL CRANIUM', 'FAILURE TO THRIVE', 'EPILEPSY', 'CONGENITAL DEAFNESS', 'ABSENT OR DECREASED DEEP TENDON REFLEXES', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'ATAXIA', 'MALIGNANT MELANOMA', 'NEUROPATHY']",10,10,3,1050
1,0,1,0,"['EPILEPSY', 'EPILEPSY', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'ATAXIA', 'ABNORMALLY SMALL CRANIUM', 'DECREASED BODY HEIGHT', 'DEVELOPMENTAL REGRESSION', 'ABNORMAL EEG', 'CEREBRAL CORTEX ATROPHY', 'CROSS-EYED', 'OPTIC ATROPHY', 'FAILURE TO THRIVE', 'ABSENT OR DECREASED DEEP TENDON REFLEXES', 'NEUROPATHY', 'ATAXIA']",15,13,31,497
1,0,190,132,"['ATROPHIC SKIN', 'HEARING LOSS, SENSORINEURAL', 'DECREASED ACTIVITY OF GONADS', 'CRYPTORCHIDISM', 'CUTANEOUS TELANGIECTASIA', 'HEARING IMPAIRMENT', 'PAPILLOMA', 'ATAXIA', 'TELANGIECTASIA', 'MALIGNANT MELANOMA']",10,10,0,768
1,0,68,0,"['ABNORMALLY SMALL CRANIUM', 'ABNORMALLY SMALL CRANIUM', 'DECREASED BODY HEIGHT', 'DECREASED BODY HEIGHT', 'CRYPTORCHIDISM', 'CONGENITAL DEAFNESS', 'DELAYED BONE AGE', 'CROSS-EYED', 'ABNORMALITY OF COGNITION', 'FAILURE TO THRIVE', 'TELANGIECTASIA', 'PAPILLOMA', 'MALIGNANT MELANOMA', 'ATAXIA']",14,12,3,720
1,0,2,0,"['FAILURE TO THRIVE', 'DECREASED BODY HEIGHT', 'ABNORMALITY OF COGNITION', 'CATARACT', 'TELANGIECTASIA', 'ATAXIA', 'NEUROPATHY']",7,7,3,311
1,0,209,371,"['DELAYED BONE AGE', 'CATARACT', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ALOPECIA', 'ARTHRALGIA', 'FEVER', 'ATAXIA', 'TELANGIECTASIA']",9,8,36,5414
1,0,17,0,"['ATAXIA', 'ATAXIA', 'ABNORMALITY OF COGNITION', 'ABNORMALITY OF COGNITION', 'NEUROPATHY', 'ATAXIA', 'ATAXIA', 'ATAXIA', 'ATAXIA', 'CATARACT', 'PERIPHERAL NEUROPATHY', 'NEUROPATHY', 'NEUROPATHY', 'SQUINT', 'TELANGIECTASIA']",15,7,63,624
