,bioprocess_count
POSITIVE REGULATION OF REACTIVE OXYGEN SPECIES METABOLIC PROCESS,5
BICARBONATE TRANSPORT,5
T CELL ANERGY,5
T CELL SELECTION,5
TRANSMEMBRANE RECEPTOR PROTEIN TYROSINE KINASE SIGNALING PATHWAY,5
RESPONSE TO CALCIFEROL,5
POSITIVE REGULATION OF KINASE ACTIVITY,5
RESPONSE TO HEAT,5
CELLULAR RESPONSE TO GLUCOSE STIMULUS,5
GLYCOGEN BREAKDOWN,5
INTESTINAL ABSORPTION,5
DOWN REGULATION OF ANGIOGENESIS,5
ANOIKIS,5
CELL GLUCOSE HOMEOSTASIS,5
DOWN REGULATION OF TRANSCRIPTION FACTOR ACTIVITY,5
POSITIVE REGULATION OF INSULIN RECEPTOR SIGNALING PATHWAY,5
SIPS,5
CELLULAR RESPONSE TO CDF,5
MULTICELLULAR ORGANISM DEVELOPMENT,5
ACTIVATION OF P38 CASCADE,5
ACTIVATION OF CREB,5
MITOCHONDRIAL DIVISION,5
DOWN REGULATION OF GROWTH,5
POSITIVE REGULATION OF MACROPHAGE CHEMOTAXIS,5
RESPONSE TO EXOGENOUS DOUBLE-STRANDED RNA,5
POSITIVE REGULATION OF PROTEIN ANABOLISM,5
GIVING BIRTH,5
RESPONSE TO PROGESTERONE,5
"RESPONSE TO 3',5' CAMP",5
DOWN REGULATION OF CELL MIGRATION,5
DOWN REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA DEATH DOMAIN RECEPTORS,5
NEGATIVE REGULATION OF APOPTOSIS OF ENDOTHELIAL CELLS,5
CELLULAR RESPONSE TO CYTOKINE STIMULUS,5
RESPONSE TO M-CSF,5
CCL2 PRODUCTION,5
CYTOSKELETAL ORGANIZATION AND BIOGENESIS,5
POSITIVE REGULATION OF CELL GROWTH,5
POSITIVE REGULATION OF ACTIVATED T CELL PROLIFERATION,5
POSITIVE REGULATION OF PROTEIN COMPLEX ASSEMBLY,5
POSITIVE REGULATION OF GLYCOLYTIC PROCESS,5
POSITIVE REGULATION OF NEURON CELL DEATH,5
POSITIVE REGULATION OF AMYLOID-BETA FORMATION,5
FIBROBLAST PROLIFERATION,5
CELL MORPHOGENESIS,5
RESPONSE TO MURAMYL DIPEPTIDE,5
RESPONSE TO MUSCLE STRETCH,5
POSITIVE REGULATION OF ERYTHROCYTE DIFFERENTIATION,5
LUNG INDUCTION,5
REGULATION OF PROTEIN ANABOLISM,5
COLLAGEN ANABOLISM,5
ANTIBODY SECRETION,5
HELPER T CELL DIFFERENTIATION,5
ELECTRON TRANSPORT CHAIN,5
T-HELPER 2 CELL CYTOKINE PRODUCTION,5
DOWN REGULATION OF OSTEOCLAST DIFFERENTIATION,5
STEREOTAXIS,5
ESTABLISHMENT OF PROTEIN LOCALISATION,5
DOWN REGULATION OF VIRAL GENOME REPLICATION,5
POSITIVE REGULATION OF PROTEIN BREAKDOWN,5
MUSCLE ATROPHY,5
POSITIVE REGULATION OF OSTEOBLAST DIFFERENTIATION,5
RESPONSE TO CHITIN,5
RNA REPLICATION,5
RESPONSE TO GM-CSF,5
POSITIVE REGULATION OF HETEROTYPIC CELL-CELL ADHESION,5
POSITIVE REGULATION OF GLIAL CELL PROLIFERATION,5
POSITIVE REGULATION OF NEUROINFLAMMATORY RESPONSE,5
DRUG TRANSPORT,5
INVASIVE FILAMENTOUS GROWTH,5
CLATHRIN-INDEPENDENT PINOCYTOSIS,5
APOPTOSIS OF B CELLS,5
ADIPOCYTE CELL DIFFERENTIATION,5
ESTABLISHMENT OF PROTEIN LOCALIZATION TO NUCLEUS,5
DOWN REGULATION OF MACROAUTOPHAGY,5
TARGET OF RAPAMYCIN SIGNALING PATHWAY,5
NIK/NF-KAPPAB CASCADE,5
POSITIVE REGULATION OF GLYCOGEN ANABOLISM,5
NITRIC-OXIDE SYNTHASE REGULATOR,5
CELLULAR RESPONSE TO NERVE GROWTH FACTOR STIMULUS,5
RESPONSE TO DOUBLE-STRANDED RNA,5
CORTISOL SECRETION,5
AUTOCRINE SIGNALING,5
PARACRINE SIGNALING,5
XENOBIOTIC METABOLIC PROCESS,5
KIDNEY DEVELOPMENT,5
REGULATION OF LIPID METABOLIC PROCESS,5
GLYCAN BIOSYNTHESIS,5
SPHINGOLIPID METABOLIC PROCESS,5
T CELL LINEAGE COMMITMENT,5
HAEMATOPOIETIC STEM CELL DIFFERENTIATION,5
RHYTHM,5
ERBB2 SIGNALING PATHWAY,5
MYD88-DEPENDENT TLR SIGNALING PATHWAY,5
MYD88-INDEPENDENT TLR SIGNALING PATHWAY,5
CELLULAR RESPONSE TO AMYLOID-BETA,5
MITOCHONDRIAL FUSION,5
DOWN REGULATION OF GLYCOLYSIS,5
INTERPHASE,5
RESPONSE TO NUTRIENT,5
"MRNA BREAKDOWN, NONSENSE-MEDIATED DECAY",5
POSITIVE REGULATION OF MITOSIS,5
ADIPOGENESIS,5
CELLULAR RESPONSE TO HEPATOCYTE GROWTH FACTOR STIMULUS,5
MICTURITION,5
RELEASE OF VIRUS FROM HOST,5
RESPONSE TO FATTY ACID,5
FREEZING TOLERANCE,5
DROUGHT TOLERANCE,5
CELLULAR NECROSIS,5
BARR BODY FORMATION,5
BIOFILM FORMATION,5
VIGS,5
RIBOSOMAL LARGE SUBUNIT EXPORT FROM CELL NUCLEUS,5
G1/S TRANSITION OF MITOTIC CELL CYCLE,5
LATERAL INHIBITION,5
DOWN REGULATION OF TRANSFERASE ACTIVITY,5
RRNA PROCESSING,5
DOUBLE-STRAND BREAK REPAIR VIA NONHOMOLOGOUS END JOINING,5
NUCLEAR TRANSPORT,5
DETECTION OF REDOX STATE,5
HOMEOSTASIS OF NUMBER OF CELLS WITHIN A TISSUE,5
LEVARTERENOL REUPTAKE,4
VASOMOTION,4
NEGATIVE REGULATION OF LIPID STORAGE,4
RECEPTOR ANABOLISM,4
HISTOGENESIS,4
CHOLESTEROL ANABOLISM,4
C1326227,4
T CELL CHEMOTAXIS,4
RESPONSE TO IL-6,4
DENDRITIC CELL MIGRATION,4
IL-15-MEDIATED SIGNALING PATHWAY,4
POSITIVE REGULATION OF PROTEIN KINASE ACTIVITY,4
REGULATION OF T CELL ACTIVATION,4
CELLULAR RESPONSE TO GM-CSF STIMULUS,4
PROTEIN ADP-RIBOSYLATION,4
ASPARTATE TRANSMEMBRANE TRANSPORT,4
"ANDROST-4-ENE-3,17-DIONE ANABOLISM",4
TRIACYLGLYCEROL METABOLIC PROCESS,4
MUSCLE ORGAN DEVELOPMENT,4
CELLULAR RESPONSE TO STARVATION,4
REGULATION OF GLUCOSE METABOLIC PROCESS,4
POSITIVE REGULATION OF MACROAUTOPHAGY,4
HISTONE DEACETYLATION,4
NEGATIVE REGULATION OF PROTEIN STABILITY,4
CIRCADIAN REGULATION OF GENE EXPRESSION,4
CHOLESTEROL HOMEOSTASIS,4
"DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR RESULTING IN INDUCTION OF APOPTOSIS",4
POSITIVE REGULATION OF CASPASE ACTIVITY,4
DOWN REGULATION OF FAT CELL DIFFERENTIATION,4
DOWN REGULATION OF PROTEIN KINASE B SIGNALING CASCADE,4
CELLULAR RESPONSE TO HYDROGEN PEROXIDE,4
CELLULAR RESPONSE TO IONISING RADIATION,4
CELLULAR LOCALISATION,4
PKC SIGNAL TRANSDUCTION,4
RESPONSE TO GROWTH FACTOR,4
REGULATION OF PROTEIN STABILITY,4
REGULATION OF P38 MAPK SIGNALING,4
MAMMARY GLAND EPITHELIAL CELL PROLIFERATION,4
RESPONSE TO NICOTINE,4
OUTER EAR MORPHOGENESIS,4
RESPONSE TO ESTROGEN,4
RESPONSE TO EGF STIMULUS,4
DOWN REGULATION OF PROTEIN BIOSYNTHETIC PROCESS,4
POSITIVE REGULATION OF PROTEIN INSERTION INTO MITOCHONDRIAL MEMBRANE INVOLVED IN APOPTOTIC SIGNALING PATHWAY,4
DOWN REGULATION OF BLOOD PRESSURE,4
OVULATION,4
RESPONSE TO AMPHETAMINE,4
DOWN REGULATION OF PROTEOLYSIS,4
PDGF RECEPTOR SIGNALING PATHWAY,4
COMPLEMENT RECEPTOR MEDIATED SIGNALING PATHWAY,4
POSITIVE REGULATION OF ACTIN FILAMENT POLYMERIZATION,4
MONOCYTE PROLIFERATION,4
CELLULAR RESPONSE TO FGF STIMULUS,4
"POSITIVE REGULATION OF SYNAPTIC TRANSMISSION, GLUTAMATERGIC",4
NEGATIVE REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE,4
POSITIVE REGULATION OF APOPTOSIS OF ENDOTHELIAL CELLS,4
POSITIVE REGULATION OF IL-23 PRODUCTION,4
POSITIVE REGULATION OF PEPTIDYL-SERINE PHOSPHORYLATION OF STAT PROTEIN,4
POSITIVE REGULATION OF PHAGOCYTOSIS,4
POSITIVE REGULATION OF CACHECTIN SECRETION,4
REGULATION OF MAST CELL DIFFERENTIATION,4
DNA DAMAGE CHECKPOINT,4
CHONDROCYTE DIFFERENTIATION,4
CELLULAR RESPONSE TO VASCULAR ENDOTHELIAL GROWTH FACTOR,4
REGULATION OF SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR,4
HETEROTYPIC CELL-CELL ADHESION,4
RESPONSE TO IL-12,4
BASOPHIL CELL DIFFERENTIATION,4
HISTONE H3 K4 METHYLATION,4
NEGATIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY,4
ABSORPTION OF LIGHT,4
CELL-CELL ADHESION INVOLVED IN FLOCCULATION,4
4-AMINOBUTANOATE TRANSPORT,4
SEGMENT SPECIFICATION,4
PHYSIOLOGICAL RESPONSE TO WOUNDING,4
ACTIVATION OF GTPASE ACTIVITY,4
C1158323,4
C1321381,4
IMMUNE RESPONSE TO TUMOR CELL,4
LIGASE REGULATOR,4
RESPONSE TO IONIC OSMOTIC STRESS,4
DOWN REGULATION OF MYOBLAST DIFFERENTIATION,4
DOWN REGULATION OF PROGRESSION THROUGH MITOTIC CELL CYCLE,4
LEUKOCYTE TETHERING OR ROLLING,4
DOWN REGULATION OF LIPID CATABOLIC PROCESS,4
NITRIC-OXIDE SYNTHASE ACTIVATOR,4
CELLULAR RESPONSE TO AMINO ACID,4
NECROPTOSIS SIGNALING,4
"DOWN REGULATION OF GENE SILENCING BY MIRNA, PRODUCTION OF MIRNAS",4
POSITIVE REGULATION OF LEUKOCYTE ADHESION TO VASCULAR ENDOTHELIAL CELL,4
NEGATIVE REGULATION OF APOPTOTIC SIGNALING PATHWAY,4
MUSCLE HYPERTROPHY,4
GLYCOGEN ANABOLISM,4
ORGAN GROWTH,4
STEM CELL PROLIFERATION,4
REGULATION OF IMMUNE CELL ACTIVATION,4
CELL CYCLE CYTOKINESIS,4
ANIMAL SKIN DEVELOPMENT,4
POSITIVE REGULATION OF CELL CYCLE,4
NUCLEOTIDE ANABOLISM,4
DOUBLE-STRAND BREAK REPAIR,4
REGULATION OF MRNA STABILITY,4
POSITIVE REGULATION OF VASOCONSTRICTION,4
IGF RECEPTOR SIGNALING PATHWAY,4
GO:0072642,4
GO:0072648,4
INTERFERON TYPE I PRODUCTION,4
IFN-BETA PRODUCTION,4
ACTIVATED T CELL PROLIFERATION,4
NATURAL KILLER CELL DEVELOPMENT,4
CHEMOKINE (C-C MOTIF) LIGAND 10 PRODUCTION,4
MYELOID CELL DIFFERENTIATION,4
HEPATOCYTE PROLIFERATION,4
ACTIVATION OF MICRORNA BIOGENESIS,4
ENDOTHELIAL CELL MIGRATION,4
POSITIVE REGULATION OF MESENCHYMAL CELL PROLIFERATION,4
NERVOUS SYSTEM DEVELOPMENT,4
INDUCTION OF POSITIVE CHEMOTAXIS,4
POSITIVE REGULATION OF CELL DIVISION,4
POSITIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO HYPOXIA,4
POSITIVE REGULATION OF CELL MIGRATION INVOLVED IN SPROUTING ANGIOGENESIS,4
"DNA DAMAGE RESPONSE, ACTIVATION OF P53",4
RNA ANABOLISM,4
RESPONSE TO ELECTROMAGNETIC RADIATION STIMULUS,4
ENDOPLASMIC RETICULUM OVERLOAD RESPONSE,4
ACTIVATION OF NECROPTOSIS,4
CELLULAR RESPONSE TO GAMMA RADIATION,4
POSITIVE REGULATION OF RELEASE OF CYTOCHROME C FROM MITOCHONDRIA,4
INDUCTION OF APOPTOSIS BY INTRACELLULAR SIGNALS,4
NEGATIVE REGULATION OF REACTIVE OXYGEN SPECIES METABOLIC PROCESS,4
POSITIVE REGULATION OF INTRINSIC APOPTOTIC PATHWAY,4
REGULATION OF CIRCADIAN RHYTHM,4
POSITIVE REGULATION OF GROWTH,4
ACTIVATION OF PHOSPHOLIPASE C ACTIVITY,4
PEPTIDYL-TYROSINE PHOSPHORYLATION,4
DOWN REGULATION OF PROTEIN CATABOLIC PROCESS,4
POSITIVE REGULATION OF BONE RESORPTION,4
CELLULAR RESPONSE TO E2 STIMULUS,4
RECEPTOR BREAKDOWN,4
POSITIVE REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE ACTIVITY,4
DOWN REGULATION OF EPITHELIAL CELL PROLIFERATION,4
POSITIVE REGULATION OF PROTEIN SECRETION,4
SMAD PROTEIN SIGNAL TRANSDUCTION,4
ACTIVATION OF INNATE IMMUNE RESPONSE,4
POSITIVE REGULATION OF MACROPHAGE ACTIVATION,4
REGULATION OF BODY GROWTH,4
POSITIVE REGULATION OF N SIGNALING PATHWAY,4
REGULATION OF MITOCHONDRIAL ENVELOPE PERMEABILITY,4
POSITIVE REGULATION OF VASCULAR ENDOTHELIAL CELL PROLIFERATION,4
DAUER ENTRY,4
OOCYTE GROWTH,4
AUTOPHAGIC VACUOLE ASSEMBLY,4
REGULATION OF APPETITE,4
RESPONSE TO AMINO ACID,4
MONOAMINE TRANSPORT,4
REGULATION OF AMINO ACID METABOLISM,4
AUTOPHAGIC VACUOLE FUSION,4
DNA HYPERMETHYLATION,4
PHOSPHATIDYLINOSITOL ANABOLISM,4
POSITIVE REGULATION OF SMOOTH MUSCLE CELL MIGRATION,4
CEREBRAL CORTEX DEVELOPMENT,4
EPH RECEPTOR SIGNALING PATHWAY,4
CELLULAR DEFENCE RESPONSE,4
LEAF SENESCENCE,4
CELLULAR RESPONSE TO OXIDATIVE STRESS,4
RESPONSE TO CORTICOSTERONE,4
CELLULAR RESPONSE TO CA2+ ION,4
CALCIUM ION TRANSPORT,4
NEGATIVE REGULATION OF ACTIVATION-INDUCED CELL DEATH,4
POSITIVE REGULATION OF T CELL MIGRATION,4
RECEPTOR MEDIATED ENDOCYTOSIS,4
EXTRACELLULAR MATRIX DISASSEMBLY,4
POSITIVE REGULATION OF DNA BINDING,4
FORMATE ANABOLISM,4
SIALYLATION,4
PRE-MRNA SPLICING FACTOR ACTIVITY,4
PROTEIN TRANSPORT,4
HEAT GENERATION,4
CELL AGGREGATION,4
ACTION POTENTIAL FIRING,4
IL-25 PRODUCTION,4
ESTROUS CYCLE,4
CENTRAL NERVOUS SYSTEM DEVELOPMENT,4
BEHAVIOR VIA LOCOMOTION,4
MUCOSAL IMMUNE RESPONSE,4
TRANSPIRATION,4
CHROMOSOME POSITIONING,4
SMC PROLIFERATION,4
FIMBRIA BIOGENESIS,4
CLATHRIN COATED PIT-DEPENDENT ENDOCYTOSIS,4
EPITHELIUM MORPHOGENESIS,4
MAD,4
ACTIN CYTOSKELETON REMODELING,4
ANIMAL ORGAN REGENERATION,4
CELL-MATRIX ADHESION,4
SPATIAL LEARNING,4
KIT SIGNALING PATHWAY,4
ECTOPIC GERM CELL PROGRAMMED CELL DEATH,4
DOWN REGULATION OF INTERLEUKIN-2 PRODUCTION,4
CARBON UTILIZATION,4
SULFUR OXIDATION,4
PEPTIDOLYSIS DURING PROTEIN MATURATION,4
VIRAL TRANSCRIPTION,4
POLYUBIQUITIN,4
B CELL HOMEOSTASIS,4
PEPTIDYL-TYROSINE DEPHOSPHORYLATION,4
MODULATION BY SYMBIONT OF HOST ERYTHROCYTE AGGREGATION,4
ALDOSTERONE SECRETION,4
DELAMINATION,4
DNA MODIFICATION,4
PROTEIN METABOLIC PROCESS,3
NEGATIVE REGULATION OF MACROPHAGE DERIVED FOAM CELL DIFFERENTIATION,3
NEGATIVE REGULATION OF BLOOD VESSEL DIAMETER,3
REGULATION OF TRANSMEMBRANE TRANSPORTER ACTIVITY,3
CHOLESTEROL TRANSPORT,3
CHLORIDE TRANSMEMBRANE TRANSPORT,3
GO:0050702,3
PLATELET-DERIVED GROWTH FACTOR PRODUCTION,3
OLIGODENDROCYTE DIFFERENTIATION,3
LYMPHOCYTE ANERGY,3
T CELL MEDIATED APOPTOSIS,3
FUSION OF VIRUS MEMBRANE WITH HOST PLASMA MEMBRANE,3
REGULATION OF CALCIUM ION TRANSPORT,3
NEGATIVE REGULATION OF PLASMINOGEN ACTIVATION,3
DOWN REGULATION OF FIBRINOLYSIS,3
GLUTAMINE METABOLIC PROCESS,3
MITOCHONDRIA ORGANIZATION,3
DOWN REGULATION OF ENDOTHELIAL CELL PROLIFERATION,3
DOWN REGULATION OF BLOOD COAGULATION,3
REGULATION OF GLUCONEOGENESIS,3
REGULATION OF METABOLIC PROCESS,3
OVULATION FROM OVARIAN FOLLICLE,3
CHROMATIN MODIFICATION,3
PROTEIN AMINO ACID DEACETYLATION,3
DOWN REGULATION OF TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY,3
INHIBITION OF NF-KAPPAB TRANSCRIPTION FACTOR,3
DOWN REGULATION OF PHOSPHORYLATION,3
DOWN REGULATION OF I-KAPPAB KINASE/NF-KAPPAB CASCADE,3
"DOWN REGULATION OF DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR",3
RESPONSE TO LEPTIN,3
HISTONE H3 DEACETYLATION,3
REGULATION OF BROWN FAT CELL DIFFERENTIATION,3
"DOWN REGULATION OF DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR RESULTING IN INDUCTION OF APOPTOSIS",3
DOWN REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO OXIDATIVE STRESS,3
NEGATIVE REGULATION OF CELLULAR SENESCENCE,3
ACTIVATION OF MAP KINASE KINASE KINASE,3
RECEPTOR TRANSACTIVATION,3
EIF-4F ASSEMBLY,3
MELANIN ANABOLISM,3
LEARNING OR MEMORY,3
POSITIVE REGULATION OF PEPTIDYL-THREONINE PHOSPHORYLATION,3
REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE CASCADE,3
REGULATION OF BONE BIOSYNTHESIS,3
THYROID GLAND DEVELOPMENT,3
POSITIVE REGULATION OF TELOMERE MAINTENANCE VIA TELOMERASE,3
SAPK CASCADE,3
POSITIVE REGULATION OF TELOMERASE ACTIVITY,3
BERGMANN GLIAL CELL DIFFERENTIATION,3
POSITIVE REGULATION OF CARDIAC MUSCLE CELL PROLIFERATION,3
FACE DEVELOPMENT,3
LUNG MORPHOGENESIS,3
CAVEOLAE-DEPENDENT ENDOCYTOSIS,3
CELLULAR RESPONSE TO DOPAMINE,3
POSITIVE REGULATION OF IMMUNE CELL MIGRATION,3
ACTIVATION OF PROTEIN KINASE C ACTIVITY BY G-PROTEIN COUPLED RECEPTOR PROTEIN SIGNALING PATHWAY,3
MATERNAL BEHAVIOR,3
POSITIVE REGULATION OF SYNAPTIC TRANSMISSION,3
RESPONSE TO ELECTRICAL STIMULUS,3
MICROTUBULE ASSEMBLY,3
DOWN REGULATION OF INTERLEUKIN-1 BETA PRODUCTION,3
RESPONSE TO GAMMA-INTERFERON,3
NEGATIVE REGULATION OF WOUND HEALING,3
DETOXIFICATION OF H2O2,3
DEFENCE RESPONSE TO FUNGI,3
C-C MOTIF CHEMOKINE 20 PRODUCTION,3
CCL5 PRODUCTION,3
B CELL CO-STIMULATION,3
ANIMAL ORGAN MORPHOGENESIS,3
POSITIVE REGULATION OF T CELL ACTIVATION,3
POSITIVE REGULATION OF CALCIUM ION IMPORT,3
POSITIVE REGULATION OF N-METHYL-D-ASPARTATE SELECTIVE GLUTAMATE RECEPTOR ACTIVITY,3
COPPER-INDUCED INTRACELLULAR PROTEIN TRANSPORT,3
NATURAL KILLER CELL PROLIFERATION,3
IL-2-MEDIATED SIGNALING PATHWAY,3
POSITIVE REGULATION OF ANTIBODY SECRETION,3
NEGATIVE REGULATION OF T-HELPER 17 CELL DEVELOPMENT,3
POSITIVE REGULATION OF EPITHELIAL CELL MIGRATION,3
DOWN REGULATION OF INTERLEUKIN-17 PRODUCTION,3
POSITIVE REGULATION OF MEMBRANE PROTEIN ECTODOMAIN PROTEOLYSIS,3
POSITIVE REGULATION OF CALCIDIOL 1-MONOOXYGENASE ACTIVITY,3
POSITIVE REGULATION OF CYCLASE ACTIVITY,3
POSITIVE REGULATION OF BROWN FAT CELL DIFFERENTIATION,3
REGULATION OF CYTOKINE PRODUCTION INVOLVED IN INFLAMMATORY RESPONSE,3
RESPONSE TO IL-7,3
CHEMOKINESIS,3
PHENOTYPIC DIMORPHISM,3
KERATINOCYTE CELL DIFFERENTIATION,3
CELLULAR RESPONSE TO IL-4,3
INNATE IMMUNE RESPONSE IN MUCOSA,3
POSITIVE REGULATION OF IL-13 PRODUCTION,3
DOWN REGULATION OF TUMOR NECROSIS FACTOR BIOSYNTHETIC PROCESS,3
MYELOID DENDRITIC CELL DIFFERENTIATION,3
POSITIVE REGULATION OF T CELL DEVELOPMENT,3
POSITIVE REGULATION OF CLASS SWITCH RECOMBINATION TO IGE ISOTYPES,3
POSITIVE REGULATION OF ATP ANABOLISM,3
POSITIVE REGULATION OF ADENOSINETRIPHOSPHATASE ACTIVITY,3
RESPONSE TO CA2+ ION,3
AMMONIA TRANSPORT,3
ABSCISSION,3
THYROID HORMONE TRANSPORT,3
PURINE NUCLEOTIDE BREAKDOWN,3
CHLOROPHYLL FLUORESCENCE,3
AMYLOID-BETA CLEARANCE,3
ACTIVATION OF PHOSPHOLIPASE C ACTIVITY BY G-PROTEIN COUPLED RECEPTOR PROTEIN SIGNALING PATHWAY COUPLED TO IP3 SECOND MESSENGER,3
DIAPEDESIS,3
ACTIVATION OF PHOSPHOLIPASE A2 ACTIVITY,3
LEUKOTRIENE ANABOLISM,3
HISTONE METHYLATION,3
EMBRYONIC DIGESTIVE TRACT DEVELOPMENT,3
SEX DETERMINATION,3
PROTEIN SYNTHESIS ELONGATION,3
REGULATION OF BONE REMODELING,3
DNA REPLICATION INITIATION,3
NATURAL KILLER T CELL ACTIVATION,3
POSITIVE REGULATION OF FEVER GENERATION,3
REGULATION OF I-KAPPAB KINASE/NF-KAPPAB CASCADE,3
DOWN REGULATION OF BLOOD VESSEL ENDOTHELIAL CELL MIGRATION,3
DOWN REGULATION OF NEUROGENESIS,3
CELLULAR RESPONSE TO NICOTINE,3
POSITIVE REGULATION OF I-KAPPAB PHOSPHORYLATION,3
POSITIVE REGULATION OF CCL2 SECRETION,3
GRANULOSA CELL DIFFERENTIATION,3
DOWN REGULATION OF AGE-RELATED RESISTANCE,3
G2 PHASE,3
PRENYLATION,3
SKELETAL MUSCLE HYPERTROPHY,3
ORAL INCUBATION,3
ACTIVATED T CELL APOPTOSIS,3
GERM CELL DEVELOPMENT,3
DOWN REGULATION OF PROTEIN UBIQUITINATION,3
REGULATION OF MYELINATION,3
POSITIVE REGULATION OF CELLULAR PROTEIN METABOLIC PROCESS,3
INTERLEUKIN-18-MEDIATED SIGNALING PATHWAY,3
ACTIVATION OF CYCLIN-DEPENDENT PROTEIN KINASE ACTIVITY,3
DOWN REGULATION OF NOTCH SIGNALING PATHWAY,3
DOWN REGULATION OF CELL SIZE,3
RESPONSE TO UV-A,3
CELLULAR RESPONSE TO EGF STIMULUS,3
NEGATIVE REGULATION OF RELEASE OF CYTOCHROME C FROM MITOCHONDRIA,3
CELLULAR RESPONSE TO OX-LDL PARTICLE STIMULUS,3
POSITIVE REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE,3
ACTIVATION OF PROTEIN LOCALIZATION IN NUCLEUS,3
CELLULAR MEMBRANE FUSION,3
GO:0072621,3
BRANCHING MORPHOGENESIS,3
EXPULSION OF GLAND CONTENTS,3
REGULATION OF ALVEOLARIZATION,3
CONDITIONED PLACE PREFERENCE,3
NEUTROPHIL CLEARANCE,3
POSITIVE REGULATION OF B CELL ACTIVATION,3
REGULATION OF NEUROINFLAMMATORY RESPONSE,3
POSITIVE REGULATION OF NEUROBLAST PROLIFERATION,3
CARDIAC MORPHOGENESIS,3
OUTFLOW TRACT MORPHOGENESIS,3
POSITIVE REGULATION OF SPROUTING ANGIOGENESIS,3
HIPPO SIGNAL TRANSDUCTION,3
PROTEIN ACETYLATION,3
REGULATION OF AUTOPHAGY,3
"DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR RESULTING IN TRANSCRIPTION OF P21 CLASS MEDIATOR",3
GASTRULATION,3
DETERMINATION OF ADULT LIFESPAN,3
RESPONSE TO X-RAY,3
CELLULAR RESPONSE TO GLUCOSE STARVATION,3
POSITIVE REGULATION OF RNA POLYMERASE II TRANSCRIPTION PREINITIATION COMPLEX ASSEMBLY,3
DOWN REGULATION OF FIBROBLAST PROLIFERATION,3
BONE MARROW DEVELOPMENT,3
POSITIVE REGULATION OF CELL CYCLE ARREST,3
REGULATION OF MACROAUTOPHAGY,3
ACTIN DEPOLYMERIZATION,3
EMBRYONIC PLACENTA DEVELOPMENT,3
POSITIVE REGULATION OF NITRIC OXIDE MEDIATED SIGNAL TRANSDUCTION,3
RESPONSE TO COBALAMIN,3
PEPTIDYL-TYROSINE AUTOPHOSPHORYLATION,3
DOWN REGULATION OF EPIDERMAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY,3
POSITIVE REGULATION OF DNA REPLICATION,3
ALIMENTARY CANAL MORPHOGENESIS,3
EYELID DEVELOPMENT IN CAMERA-TYPE EYE,3
EPITHELIUM DEVELOPMENT,3
NEURAL TUBE CLOSURE,3
CONNECTIVE TISSUE REPLACEMENT DURING INFLAMMATORY RESPONSE,3
HYALURONAN BREAKDOWN,3
BMP RECEPTOR SIGNALING PATHWAY,3
POSITIVE REGULATION OF COLLAGEN ANABOLISM,3
RESPONSE TO CHOLESTEROL,3
CELLULAR RESPONSE TO TGF-BETA STIMULUS,3
POSITIVE REGULATION OF TRANSCRIPTION REGULATORY REGION DNA BINDING,3
CERAMIDE ANABOLISM,3
B CELL PROLIFERATION DURING IMMUNE RESPONSE,3
I-KAPPAB PHOSPHORYLATION,3
POSITIVE REGULATION OF IL-1 PRODUCTION,3
NEGATIVE REGULATION OF MYD88-INDEPENDENT TLR SIGNALING PATHWAY,3
DOWN REGULATION OF ERK1 AND ERK2 CASCADE,3
INTRACELLULAR RECEPTOR MEDIATED SIGNALING PATHWAY,3
SOMATIC STEM CELL POPULATION MAINTENANCE,3
IL-7-MEDIATED SIGNALING PATHWAY,3
IL-9-MEDIATED SIGNALING PATHWAY,3
CELLULAR RESPONSE TO LEPTIN STIMULUS,3
ASTROCYTE DIFFERENTIATION,3
MODULATION OF CHEMICAL SYNAPTIC TRANSMISSION,3
CELLULAR RESPONSE TO GROWTH HORMONE,3
T-HELPER 17 TYPE IMMUNE RESPONSE,3
INSULIN BREAKDOWN,3
ADIPONECTIN SECRETION,3
REGULATION OF MAST CELL ACTIVATION,3
BEHAVIORAL RESPONSE TO FOOD,3
REGULATION OF CHOLESTEROL ANABOLISM,3
TRANSCYTOSIS,3
ANTEROGRADE (ER TO GOLGI) TRANSPORT,3
POSITIVE REGULATION OF CELL DIFFERENTIATION,3
