,bioprocess_count
REGULATION OF NATURAL KILLER CELL ACTIVATION,6
REGULATION OF LIPID METABOLIC PROCESS,6
ESTABLISHMENT OF PROTEIN LOCALIZATION TO NUCLEUS,6
ENDOPLASMIC RETICULUM OVERLOAD RESPONSE,6
CELLULAR RESPONSE TO ULTRAVIOLET LIGHT STIMULUS,6
CELLULAR RESPONSE TO GAMMA RADIATION,6
ENDOTHELIAL CELL MIGRATION,6
DEVELOPMENTAL PROCESS,6
REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO HYPOXIA,6
EXOSOMAL SECRETION,6
REGULATION OF CELL LOCOMOTION,6
APOPTOSIS OF B CELLS,6
ACTIVATION OF PROTEIN KINASE B ACTIVITY,6
REGULATION OF CELL MIGRATION,6
DOWN REGULATION OF PROTEIN BINDING,6
ACTIN DEPOLYMERIZATION,6
ACTIVATION OF PHOSPHOLIPASE C ACTIVITY,6
POSITIVE REGULATION OF PHOSPHORYLATION,6
POSITIVE REGULATION OF FIBROBLAST PROLIFERATION,6
CORTISOL SECRETION,6
AUTOCRINE SIGNALING,6
MYELOID CELL DIFFERENTIATION,6
CELLULAR RESPONSE TO TGF-BETA STIMULUS,6
RESPONSE TO AMINO ACID,6
PROTEIN AMINO ACID OXIDATION,6
DOWN REGULATION OF INTERFERON-GAMMA PRODUCTION,6
EXTRACELLULAR MATRIX DISASSEMBLY,6
ANIMAL ORGAN MATURATION,6
BASOPHIL ACTIVATION,6
MITOTIC CELL CYCLE SPINDLE ORIENTATION CHECKPOINT,6
RESPONSE TO MORPHINE,6
OOGENESIS,6
HOMEOSTASIS OF NUMBER OF CELLS WITHIN A TISSUE,6
POSITIVE REGULATION OF CALCIUM ION (CA2+) MOBILIZATION,6
CLATHRIN COATED PIT-DEPENDENT ENDOCYTOSIS,6
PROTEIN DEGRADATION TAGGING ACTIVITY,6
LEVARTERENOL REUPTAKE,5
NEGATIVE REGULATION OF MACROPHAGE DERIVED FOAM CELL DIFFERENTIATION,5
BLOOD PRESSURE REGULATION BY RENIN-ANGIOTENSIN,5
POSITIVE REGULATION OF REACTIVE OXYGEN SPECIES METABOLIC PROCESS,5
PLASMACYTOID DENDRITIC CELL ACTIVATION,5
T CELL SELECTION,5
POSITIVE REGULATION OF PROTEIN KINASE ACTIVITY,5
REGULATION OF COMPLEMENT ACTIVATION,5
"ANDROST-4-ENE-3,17-DIONE ANABOLISM",5
CELLULAR RESPONSE TO STARVATION,5
POSITIVE REGULATION OF MACROAUTOPHAGY,5
DOWN REGULATION OF I-KAPPAB KINASE/NF-KAPPAB CASCADE,5
POSITIVE REGULATION OF INSULIN RECEPTOR SIGNALING PATHWAY,5
RESPONSE TO GROWTH FACTOR,5
LEARNING OR MEMORY,5
REGULATION OF PROTEIN STABILITY,5
POSITIVE REGULATION OF PROTEIN ANABOLISM,5
THYMUS DEVELOPMENT,5
REGULATION OF DNA BINDING TRANSCRIPTION FACTOR ACTIVITY,5
OVULATION,5
RESPONSE TO PROGESTERONE,5
RESPONSE TO COCAINE,5
"RESPONSE TO 3',5' CAMP",5
RESPONSE TO ELECTRICAL STIMULUS,5
POSITIVE REGULATION OF AUTOPHAGY,5
ANTIBODY SECRETION,5
DOWN REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA DEATH DOMAIN RECEPTORS,5
CCL2 PRODUCTION,5
B CELL CO-STIMULATION,5
ANIMAL ORGAN MORPHOGENESIS,5
"POSITIVE REGULATION OF SYNAPTIC TRANSMISSION, GLUTAMATERGIC",5
NEGATIVE REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE,5
GO:0070970,5
DOWN REGULATION OF PROTEIN AMINO ACID PHOSPHORYLATION,5
POSITIVE REGULATION OF CTLA-8 PRODUCTION,5
RESPONSE TO ORGANIC SUBSTANCE,5
CELLULAR RESPIRATION,5
POSITIVE REGULATION OF OSTEOCLAST DIFFERENTIATION,5
POSITIVE REGULATION OF GLYCOLYTIC PROCESS,5
POSITIVE REGULATION OF PHAGOCYTOSIS,5
HISTAMINE ANABOLISM,5
FIBROBLAST PROLIFERATION,5
MAST CELL HOMEOSTASIS,5
HETEROTYPIC CELL-CELL ADHESION,5
PHENOTYPIC DIMORPHISM,5
BASOPHIL CELL DIFFERENTIATION,5
EOSINOPHIL CELL DEVELOPMENT,5
HISTONE H3 K4 METHYLATION,5
ANTIBIOTIC SUSCEPTIBILITY/RESISTANCE,5
ABSCISSION,5
DIHYDROGEN SYNTHESIS,5
REGULATION OF MYELINATION,5
POSITIVE REGULATION OF OSTEOBLAST DIFFERENTIATION,5
HISTONE METHYLATION,5
RNA REPLICATION,5
EMBRYONIC DIGESTIVE TRACT DEVELOPMENT,5
MEMBRANE DEPOLARIZATION,5
RESPONSE TO GM-CSF,5
RESPONSE TO LIPID,5
RESPONSE TO IONIC OSMOTIC STRESS,5
REGULATION OF TNF SIGNALING,5
REGULATION OF I-KAPPAB KINASE/NF-KAPPAB CASCADE,5
DOWN REGULATION OF PROGRESSION THROUGH MITOTIC CELL CYCLE,5
NITRIC-OXIDE SYNTHASE ACTIVATOR,5
POSITIVE REGULATION OF GLIAL CELL PROLIFERATION,5
NEGATIVE REGULATION OF APOPTOTIC SIGNALING PATHWAY,5
GM-CSF PRODUCTION,5
RNA BREAKDOWN,5
DEFECATION BEHAVIOR,5
RNA ANABOLISM,5
RIBOSOME BIOGENESIS,5
RESPONSE TO ELECTROMAGNETIC RADIATION STIMULUS,5
REGULATION OF AUTOPHAGY,5
HAEMATOPOIETIC PROGENITOR CELL DIFFERENTIATION,5
BODY GROWTH,5
HAEMATOPOIETIC STEM CELL DIFFERENTIATION,5
POSITIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO HYPOXIA,5
POSITIVE REGULATION OF CELL CYCLE ARREST,5
POSITIVE REGULATION OF INTRINSIC APOPTOTIC PATHWAY,5
XENOBIOTIC METABOLIC PROCESS,5
KIDNEY DEVELOPMENT,5
POSITIVE REGULATION OF NEUROBLAST PROLIFERATION,5
POSITIVE REGULATION OF MESENCHYMAL CELL PROLIFERATION,5
NERVOUS SYSTEM DEVELOPMENT,5
MAMMARY GLAND ALVEOLUS DEVELOPMENT,5
OOCYTE MATURATION,5
DRUG TRANSPORT,5
ORGAN GROWTH,5
REGULATION OF IMMUNE CELL ACTIVATION,5
PHOSPHORYLATION,5
REGULATION OF MRNA STABILITY,5
POSITIVE REGULATION OF GLYCOGEN ANABOLISM,5
NITRIC-OXIDE SYNTHASE REGULATOR,5
ACTIVATION OF PROTEIN LOCALIZATION IN NUCLEUS,5
ERBB2 SIGNALING PATHWAY,5
PEPTIDYL-TYROSINE AUTOPHOSPHORYLATION,5
DOWN REGULATION OF EPIDERMAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY,5
POSITIVE REGULATION OF BONE RESORPTION,5
CELLULAR RESPONSE TO E2 STIMULUS,5
DIGESTIVE RUMINATION,5
NEURON PROJECTION DEVELOPMENT,5
RECEPTOR BREAKDOWN,5
POSITIVE REGULATION OF PROTEIN SECRETION,5
SMAD PROTEIN SIGNAL TRANSDUCTION,5
OOCYTE GROWTH,5
INTERPHASE,5
AUTOPHAGIC VACUOLE ASSEMBLY,5
REGULATION OF APPETITE,5
STEM CELL DIFFERENTIATION,5
ASTROCYTE DIFFERENTIATION,5
POSITIVE REGULATION OF MITOSIS,5
RESPONSE TO FATTY ACID,5
POSITIVE REGULATION OF INTERFERON-ALPHA PRODUCTION,5
RESPONSE TO AMYLOID-BETA,5
REGULATION OF BODY GROWTH,5
POSITIVE REGULATION OF N SIGNALING PATHWAY,5
DOWN REGULATION OF VASCULAR SMOOTH MUSCLE CELL PROLIFERATION,5
REGULATION OF CIRCADIAN RHYTHM,5
DNA HYPERMETHYLATION,5
STIMULATORY C-TYPE LECTIN RECEPTOR SIGNALING PATHWAY,5
POSITIVE REGULATION OF OLIGODENDROCYTE DIFFERENTIATION,5
B CELL HOMEOSTASIS,5
PEPTIDYL-TYROSINE DEPHOSPHORYLATION,5
INTRACELLULAR STEROID HORMONE RECEPTOR SIGNALING PATHWAY,5
ACTIN CYTOSKELETON ORGANISATION,5
REGULATION OF ACTIN CYTOSKELETON ORGANISATION,5
FORMATE ANABOLISM,5
DARK ADAPTATION,5
RESPONSE TO NUTRIENT LEVELS,5
SPATIAL LEARNING,5
ACTIN CYTOSKELETON REMODELING,5
NITROGEN FIXATION,5
DOUBLE-STRAND BREAK REPAIR VIA NONHOMOLOGOUS END JOINING,5
RHO MEDIATED SIGNAL TRANSDUCTION,5
VIGS,5
BARR BODY FORMATION,5
APOPTOTIC CELL CLEARANCE,5
IMMUNE SYSTEM PROCESS,5
MICROTUBULE CYTOSKELETON ORGANISATION,5
POLYUBIQUITIN,5
IMMUNE CELL MIGRATION DURING INFLAMMATORY RESPONSE,5
NEGATIVE REGULATION OF LIPID STORAGE,4
REGULATION OF CYTOKINE PRODUCTION,4
BICARBONATE TRANSPORT,4
"CELLULAR RESPONSE TO 3',5' CAMP",4
CHLORIDE TRANSMEMBRANE TRANSPORT,4
T CELL CHEMOTAXIS,4
RESPONSE TO IL-6,4
T CELL MEDIATED APOPTOSIS,4
IL-15-MEDIATED SIGNALING PATHWAY,4
POSITIVE REGULATION OF CALCIUM-MEDIATED SIGNALING,4
REGULATION OF CALCIUM ION TRANSPORT,4
CELLULAR RESPONSE TO GM-CSF STIMULUS,4
CELLULAR RESPONSE TO GLUCOSE STIMULUS,4
ASPARTATE TRANSMEMBRANE TRANSPORT,4
AMINO ACID TRANSPORT,4
TRIACYLGLYCEROL METABOLIC PROCESS,4
REGULATION OF METABOLIC PROCESS,4
CHROMATIN SILENCING AT RDNA,4
CHROMATIN MODIFICATION,4
INHIBITION OF NF-KAPPAB TRANSCRIPTION FACTOR,4
DOWN REGULATION OF PHOSPHORYLATION,4
"DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR RESULTING IN INDUCTION OF APOPTOSIS",4
DOWN REGULATION OF TRANSCRIPTION FACTOR ACTIVITY,4
DOWN REGULATION OF PROTEIN KINASE B SIGNALING CASCADE,4
NEGATIVE REGULATION OF ANDROGEN RECEPTOR SIGNALING PATHWAY,4
CELLULAR RESPONSE TO IONISING RADIATION,4
DOWN REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO OXIDATIVE STRESS,4
CELLULAR LOCALISATION,4
PKC SIGNAL TRANSDUCTION,4
DOWN REGULATION OF GROWTH,4
MELANIN ANABOLISM,4
POSITIVE REGULATION OF MACROPHAGE CHEMOTAXIS,4
SAPK CASCADE,4
POSITIVE REGULATION OF CARDIAC MUSCLE CELL PROLIFERATION,4
GIVING BIRTH,4
RESPONSE TO AMPHETAMINE,4
ATP ANABOLISM,4
DOWN REGULATION OF PROTEOLYSIS,4
PDGF RECEPTOR SIGNALING PATHWAY,4
DOWN REGULATION OF CELL MIGRATION,4
NEGATIVE REGULATION OF WOUND HEALING,4
COMPLEMENT RECEPTOR MEDIATED SIGNALING PATHWAY,4
CELLULAR DETOXIFICATION OF SUPEROXIDE RADICALS,4
COLONY STIMULATING FACTOR 3 (GRANULOCYTE) PRODUCTION,4
POSITIVE REGULATION OF ACTIN FILAMENT POLYMERIZATION,4
CCL5 PRODUCTION,4
CELLULAR RESPONSE TO FGF STIMULUS,4
LOCOMOTION,4
IL-2-MEDIATED SIGNALING PATHWAY,4
POSITIVE REGULATION OF ANTIBODY SECRETION,4
IL-12-MEDIATED SIGNALING PATHWAY,4
POSITIVE REGULATION OF AMYLOID-BETA FORMATION,4
MITOCHONDRIAL TRANSPORT,4
CHOLESTEROL ESTERIFICATION,4
REGULATION OF CELL DIFFERENTIATION,4
REGULATION OF MAST CELL DIFFERENTIATION,4
DNA DAMAGE CHECKPOINT,4
CHONDROCYTE DIFFERENTIATION,4
POSITIVE REGULATION OF ERYTHROCYTE DIFFERENTIATION,4
NEGATIVE REGULATION OF CANONICAL WNT RECEPTOR SIGNALING PATHWAY,4
CHEMOKINESIS,4
RESPONSE TO IL-12,4
DOWN REGULATION OF ACUTE INFLAMMATORY RESPONSE,4
T-HELPER 2 CELL CYTOKINE PRODUCTION,4
NEGATIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY,4
ACTIVATION OF CYCLIN-DEPENDENT PROTEIN KINASE ACTIVITY,4
STEREOTAXIS,4
CELL-CELL ADHESION INVOLVED IN FLOCCULATION,4
AMYLOID-BETA CLEARANCE,4
ADIPOCYTE CELL DIFFERENTIATION,4
CHROMATIN SILENCING,4
CELLULAR RESPONSE TO OXIDATIVE STRESS,4
CELLULAR RESPONSE TO HEPATOCYTE GROWTH FACTOR STIMULUS,4
MUSCLE ATROPHY,4
RESPONSE TO CHITIN,4
ACTIVATION OF PHOSPHOLIPASE A2 ACTIVITY,4
POSITIVE REGULATION OF FEVER GENERATION,4
DOWN REGULATION OF BLOOD VESSEL ENDOTHELIAL CELL MIGRATION,4
DOWN REGULATION OF MYOBLAST DIFFERENTIATION,4
DOWN REGULATION OF NEUROGENESIS,4
LEUKOCYTE TETHERING OR ROLLING,4
DOWN REGULATION OF LIPID CATABOLIC PROCESS,4
CELLULAR RESPONSE TO AMINO ACID,4
CELLULAR RESPONSE TO NICOTINE,4
NECROPTOSIS SIGNALING,4
"DOWN REGULATION OF GENE SILENCING BY MIRNA, PRODUCTION OF MIRNAS",4
RESPONSE TO DOUBLE-STRANDED RNA,4
ACTIVATED T CELL PROLIFERATION,4
NATURAL KILLER CELL DEVELOPMENT,4
C1157563,4
C1157980,4
CELL CYCLE CYTOKINESIS,4
SPHINGOLIPID METABOLIC PROCESS,4
T CELL LINEAGE COMMITMENT,4
"DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR RESULTING IN TRANSCRIPTION OF P21 CLASS MEDIATOR",4
ACTIVATION OF NECROPTOSIS,4
POSITIVE REGULATION OF RELEASE OF CYTOCHROME C FROM MITOCHONDRIA,4
INDUCTION OF APOPTOSIS BY INTRACELLULAR SIGNALS,4
ACTIVATION OF MICRORNA BIOGENESIS,4
MUSCLE HYPERTROPHY,4
INDUCTION OF POSITIVE CHEMOTAXIS,4
POSITIVE REGULATION OF CELL MIGRATION INVOLVED IN SPROUTING ANGIOGENESIS,4
INVASIVE FILAMENTOUS GROWTH,4
G2 PHASE,4
PRENYLATION,4
CLATHRIN-INDEPENDENT PINOCYTOSIS,4
POSITIVE REGULATION OF CELL CYCLE,4
NITRIC OXIDE ANABOLISM,4
INSULIN RECEPTOR SIGNALING PATHWAY,4
DOWN REGULATION OF MACROAUTOPHAGY,4
DOWN REGULATION OF PROTEIN UBIQUITINATION,4
TARGET OF RAPAMYCIN SIGNALING PATHWAY,4
DOWN REGULATION OF CELL SIZE,4
POSITIVE REGULATION OF VASOCONSTRICTION,4
IGF RECEPTOR SIGNALING PATHWAY,4
CELLULAR RESPONSE TO EGF STIMULUS,4
CELLULAR RESPONSE TO OX-LDL PARTICLE STIMULUS,4
POSITIVE REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE,4
REGULATION OF ERK CASCADE,4
POSITIVE REGULATION OF CANONICAL WNT RECEPTOR SIGNALING PATHWAY,4
PARACRINE SIGNALING,4
POSITIVE REGULATION OF B CELL ACTIVATION,4
AORTIC VALVE MORPHOGENESIS,4
PHYSIOLOGICAL RESPONSE TO WOUNDING,4
POSITIVE REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE ACTIVITY,4
DOWN REGULATION OF EPITHELIAL CELL PROLIFERATION,4
FATTY ACID TRANSPORT,4
ERYTHROCYTE AGGREGATION,4
MONOAMINE TRANSPORT,4
POSITIVE REGULATION OF CELL DIFFERENTIATION,4
REGULATION OF SYNAPTIC PLASTICITY,4
MICTURITION,4
RESPONSE TO VITAMIN E,4
CELLULAR RESPONSE TO GROWTH FACTOR STIMULUS,4
CELLULAR OXIDANT DETOXIFICATION,4
ACTIVATION OF INNATE IMMUNE RESPONSE,4
I-KAPPAB PHOSPHORYLATION,4
DOWN REGULATION OF ERK1 AND ERK2 CASCADE,4
NEGATIVE REGULATION OF INTRINSIC APOPTOTIC PATHWAY,4
INTRACELLULAR RECEPTOR MEDIATED SIGNALING PATHWAY,4
IL-9-MEDIATED SIGNALING PATHWAY,4
DOWN REGULATION OF GLYCOLYSIS,4
REGULATION OF MITOCHONDRIAL ENVELOPE PERMEABILITY,4
MODULATION OF CHEMICAL SYNAPTIC TRANSMISSION,4
T-HELPER 17 TYPE IMMUNE RESPONSE,4
ANTIBACTERIAL HUMORAL RESPONSE,4
RHYTHM,4
CELLULAR RESPONSE TO RETINOIC ACID,4
HORMONE SECRETION,4
ALDOSTERONE SECRETION,4
LIPOPROTEIN TRANSPORT,4
PHOSPHATIDYLINOSITOL ANABOLISM,4
HIBERNATION,4
METAPHASE,4
ODONTOGENESIS OF DENTIN-CONTAINING TOOTH,4
RESPONSE TO STEROID HORMONE,4
RETINA HOMEOSTASIS,4
CELL NUCLEUS LOCALIZATION,4
CELLULAR DEFENCE RESPONSE,4
ESTROGEN RECEPTOR SIGNALING PATHWAY,4
POSITIVE REGULATION OF SMOOTH MUSCLE CELL MIGRATION,4
CEREBRAL CORTEX DEVELOPMENT,4
SIALYLATION,4
PRE-MRNA SPLICING FACTOR ACTIVITY,4
PHOTOPERIODISM,4
REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE ACTIVITY,4
RESPONSE TO IMMOBILISATION STRESS,4
RESPONSE TO CORTICOSTERONE,4
RESPONSE TO AXON INJURY,4
CALCIUM ION TRANSPORT,4
POSITIVE REGULATION OF T CELL MIGRATION,4
"PHAGOCYTOSIS, ENGULFMENT",4
AXON MORPHOGENESIS,4
MAST CELL CYTOKINE PRODUCTION,4
POST-EMBRYONIC DEVELOPMENT,4
POSITIVE REGULATION OF STRESS FIBER ASSEMBLY,4
RIBOSOMAL LARGE SUBUNIT EXPORT FROM CELL NUCLEUS,4
ANIMAL ORGAN REGENERATION,4
CELLULAR RESPONSE TO HEAT,4
BETA-CATENIN-TCF COMPLEX ASSEMBLY,4
HORMONE MEDIATED SIGNALLING,4
KIT SIGNALING PATHWAY,4
EMBRYONIC HAEMATOPOIESIS,4
ECTOPIC GERM CELL PROGRAMMED CELL DEATH,4
BIOFILM FORMATION,4
BLOOD VESSEL REMODELING,4
INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS,4
ACIDIFICATION,4
DETECTION OF VIRUS,4
ACTIVATION OF ADENYLATE CYCLASE ACTIVITY BY G-PROTEIN SIGNALING PATHWAY,4
POSITIVE REGULATION OF ALPHA-BETA T CELL PROLIFERATION,4
POSITIVE REGULATION OF PROTEIN UBIQUITINATION,4
POSITIVE REGULATION OF HISTONE ACETYLATION,4
POSITIVE REGULATION OF IL-4 PRODUCTION,4
CELLULAR RESPONSE TO UNFOLDED PROTEIN,4
NUCLEAR TRANSPORT,4
ENDOSOMAL TRANSPORT,4
NASCENT POLYPEPTIDE ASSOCIATION,4
DOWN REGULATION OF INTERLEUKIN-2 PRODUCTION,4
NEGATIVE REGULATION OF CHOLESTEROL STORAGE,4
PROSTAGLANDIN ANABOLISM,4
RESPONSE TO IRON,4
ENDOPLASMIC RETICULUM UNFOLDED PROTEIN RESPONSE,4
CELLULAR RESPONSE TO LOW-DENSITY LIPOPROTEIN PARTICLE STIMULUS,4
ACTIN FILAMENT ORGANISATION,4
IRON ION IMPORT,4
MELANOTRANSFERRIN TRANSPORT,4
PROTEIN METABOLIC PROCESS,3
NEGATIVE REGULATION OF BLOOD VESSEL DIAMETER,3
POSITIVE REGULATION OF VIRAL ENTRY INTO HOST CELL,3
REGULATION OF TRANSMEMBRANE TRANSPORTER ACTIVITY,3
HISTOGENESIS,3
CHOLESTEROL ANABOLISM,3
CHOLESTEROL TRANSPORT,3
POSITIVE REGULATION OF INSULIN SECRETION IN RESPONSE TO GLUCOSE,3
PLATELET-DERIVED GROWTH FACTOR PRODUCTION,3
DENDRITIC CELL MIGRATION,3
LYMPHOCYTE ANERGY,3
CYTOKINE PRODUCTION,3
FUSION OF VIRUS MEMBRANE WITH HOST PLASMA MEMBRANE,3
REGULATION BY VIRUS OF ANTIVIRAL RESPONSE,3
REGULATION OF T CELL ACTIVATION,3
NEGATIVE REGULATION OF PLASMINOGEN ACTIVATION,3
DOWN REGULATION OF FIBRINOLYSIS,3
GLUTAMINE METABOLIC PROCESS,3
MITOCHONDRIA ORGANIZATION,3
PEPTIDYL-LYSINE DEACETYLATION,3
GLYCOGEN BREAKDOWN,3
DOWN REGULATION OF ENDOTHELIAL CELL PROLIFERATION,3
POSITIVE REGULATION OF BLOOD COAGULATION,3
DOWN REGULATION OF BLOOD COAGULATION,3
CELL GLUCOSE HOMEOSTASIS,3
MUSCLE ORGAN DEVELOPMENT,3
REGULATION OF GLUCOSE METABOLIC PROCESS,3
"DOWN REGULATION OF DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR",3
RESPONSE TO LEPTIN,3
POSITIVE REGULATION OF DNA REPAIR,3
WHITE ADIPOCYTE CELL DIFFERENTIATION,3
REGULATION OF BROWN FAT CELL DIFFERENTIATION,3
"DOWN REGULATION OF DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR RESULTING IN INDUCTION OF APOPTOSIS",3
ACTIVATION OF MAP KINASE KINASE KINASE,3
RECEPTOR TRANSACTIVATION,3
EIF-4F ASSEMBLY,3
POSITIVE REGULATION OF PEPTIDYL-THREONINE PHOSPHORYLATION,3
POSITIVE REGULATION OF TELOMERE MAINTENANCE VIA TELOMERASE,3
REGULATION OF P38 MAPK SIGNALING,3
MAMMARY GLAND EPITHELIAL CELL PROLIFERATION,3
EGF RECEPTOR FAMILY SIGNALING PATHWAY,3
RESPONSE TO EXOGENOUS DOUBLE-STRANDED RNA,3
DECIDUAL CELL REACTION,3
POSITIVE REGULATION OF TELOMERASE ACTIVITY,3
RESPONSE TO EGF STIMULUS,3
MATERNAL BEHAVIOR,3
REGULATION OF CALCIUM ION IMPORT,3
RESPONSE TO ETHER,3
DOWN REGULATION OF BLOOD PRESSURE,3
POSITIVE REGULATION OF BLOOD PRESSURE,3
DOWN REGULATION OF INTERLEUKIN-1 BETA PRODUCTION,3
RESPONSE TO GAMMA-INTERFERON,3
RESPONSE TO YEAST,3
DETOXIFICATION OF H2O2,3
MONOCYTE PROLIFERATION,3
RESPONSE TO M-CSF,3
OSTEOCLAST FUSION,3
C-C MOTIF CHEMOKINE 20 PRODUCTION,3
URATE TRANSMEMBRANE TRANSPORT,3
EIF2AK3-MEDIATED UNFOLDED PROTEIN RESPONSE,3
POSITIVE REGULATION OF N-METHYL-D-ASPARTATE SELECTIVE GLUTAMATE RECEPTOR ACTIVITY,3
POSITIVE REGULATION OF APOPTOSIS OF ENDOTHELIAL CELLS,3
ACTIVATION OF PROTEIN KINASE C ACTIVITY BY G-PROTEIN COUPLED RECEPTOR PROTEIN SIGNALING PATHWAY,3
NEGATIVE REGULATION OF T-HELPER 17 CELL DEVELOPMENT,3
MACROPHAGE ACTIVATION DURING IMMUNE RESPONSE,3
POSITIVE REGULATION OF RECEPTOR BIOSYNTHETIC PROCESS,3
DOWN REGULATION OF INTERLEUKIN-17 PRODUCTION,3
POSITIVE REGULATION OF IL-23 PRODUCTION,3
POSITIVE REGULATION OF PEPTIDYL-SERINE PHOSPHORYLATION OF STAT PROTEIN,3
DOWN REGULATION OF SMOOTH MUSCLE CELL PROLIFERATION,3
POSITIVE REGULATION OF MEMBRANE PROTEIN ECTODOMAIN PROTEOLYSIS,3
REGULATION OF GAMMA-INTERFERON-MEDIATED SIGNALING PATHWAY,3
POSITIVE REGULATION OF CALCIDIOL 1-MONOOXYGENASE ACTIVITY,3
POSITIVE REGULATION OF CACHECTIN SECRETION,3
GLUTATHIONE ANABOLISM,3
CELL-CELL SIGNALING INVOLVED IN QUORUM SENSING,3
MYOGENESIS,3
RESPONSE TO MUSCLE STRETCH,3
POSITIVE REGULATION OF MUSCLE CELL DIFFERENTIATION,3
POSITIVE REGULATION OF BROWN FAT CELL DIFFERENTIATION,3
T-HELPER 2 CELL ACTIVATION,3
REGULATION OF PROTEIN ANABOLISM,3
LYMPHOCYTE AGGREGATION,3
REGULATION OF IL-4 PRODUCTION,3
KERATINOCYTE CELL DIFFERENTIATION,3
ELECTRON TRANSPORT CHAIN,3
POSITIVE REGULATION OF IL-13 PRODUCTION,3
DOWN REGULATION OF TUMOR NECROSIS FACTOR BIOSYNTHETIC PROCESS,3
MYELOID DENDRITIC CELL DIFFERENTIATION,3
POSITIVE REGULATION OF MAST CELL DEGRANULATION,3
POSITIVE REGULATION OF T CELL DEVELOPMENT,3
POSITIVE REGULATION OF CLASS SWITCH RECOMBINATION TO IGE ISOTYPES,3
DOWN REGULATION OF COMPLEMENT-DEPENDENT CYTOTOXICITY,3
REGULATION OF MICROTUBULE POLYMERIZATION,3
BIPOLAR SPINDLE BIOSYNTHESIS,3
POSITIVE REGULATION OF ADENOSINETRIPHOSPHATASE ACTIVITY,3
RESPONSE TO CA2+ ION,3
ABSORPTION OF LIGHT,3
AMMONIA TRANSPORT,3
RESPONSE TO PEPTIDE,3
THYROID HORMONE TRANSPORT,3
"POSITIVE REGULATION OF PHAGOCYTOSIS, ENGULFMENT",3
SUBSTANTIA NIGRA DEVELOPMENT,3
POSITIVE REGULATION OF PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS,3
MEIOSIS,3
HISTONE H4 DEACETYLATION,3
TUBULIN DEACETYLATION,3
DIAPEDESIS,3
IL-1 PRODUCTION,3
SEX DETERMINATION,3
PROTEIN SYNTHESIS ELONGATION,3
IMMUNE RESPONSE TO TUMOR CELL,3
LIGASE REGULATOR,3
POSITIVE REGULATION OF CYTOKINE PRODUCTION,3
POSITIVE REGULATION OF PROGRAMMED CELL DEATH,3
DOWN REGULATION OF OSTEOBLAST DIFFERENTIATION,3
DD-MEDIATED COMPLEX ASSEMBLY,3
POSITIVE REGULATION OF PODOSOME ASSEMBLY,3
POSITIVE REGULATION OF NEUROINFLAMMATORY RESPONSE,3
REGULATION OF ESTABLISHMENT OF ENDOTHELIAL BARRIER,3
POSITIVE REGULATION OF I-KAPPAB PHOSPHORYLATION,3
POSITIVE REGULATION OF CCL2 SECRETION,3
GO:0072642,3
GO:0072648,3
STEM CELL PROLIFERATION,3
INTERFERON TYPE I PRODUCTION,3
CHEMOKINE (C-C MOTIF) LIGAND 10 PRODUCTION,3
"DNA DAMAGE RESPONSE, ACTIVATION OF P53",3
HIPPO SIGNAL TRANSDUCTION,3
GLYCAN BIOSYNTHESIS,3
PROTEIN ACETYLATION,3
NEGATIVE REGULATION OF MAST CELL ACTIVATION,3
FORMATION OF MESODERMAL CLUSTERS,3
DETERMINATION OF ADULT LIFESPAN,3
RESPONSE TO X-RAY,3
MITOTIC CELL CYCLE G1/S TRANSITION DNA DAMAGE CHECKPOINT,3
T CELL DEVELOPMENT IN THYMUS,3
CELLULAR RESPONSE TO GLUCOSE STARVATION,3
POSITIVE REGULATION OF RNA POLYMERASE II TRANSCRIPTION PREINITIATION COMPLEX ASSEMBLY,3
POSITIVE REGULATION OF PROTEIN EXPORT FROM CELL NUCLEUS,3
DOWN REGULATION OF FIBROBLAST PROLIFERATION,3
CARDIAC SEPTUM MORPHOGENESIS,3
POSITIVE REGULATION OF PROTEIN INSERTION INTO MITOCHONDRIAL MEMBRANE INVOLVED IN APOPTOTIC SIGNALING PATHWAY,3
BRANCHING INVOLVED IN BLOOD VESSEL MORPHOGENESIS,3
